,Domain,Length,asii_value,word_count,Vowel_Count,consonants,syllable_count,underscore,hyphen,tandi,tanv,count_n,count_v,count_adj,max_length_word,min_length_word,ratito_char,label
193,dedymlaxobpgvwp.ru,15,1629,8,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
194,adcdokesyxfnugk.cn,15,1610,8,4,11,5,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
195,aullcakuufargsn.ru,15,1608,6,6,9,4,0,0,0.0,0.4,0,0,0,3,1,1.0,4
196,khykeoyneistiuo.ru,15,1652,8,7,8,4,0,0,0.0,0.4666666666666667,0,0,0,3,1,1.0,4
197,mjpqipgrlspgixd.ru,15,1637,8,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
198,pxmdlcqwvixxuhg.ru,15,1667,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,2,1.0,4
199,xkwmetunxkrlqmt.cn,15,1686,9,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
200,xwxnxfmuxuhwdfl.com,15,1687,8,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
201,psekjivvejckfkt.cn,15,1620,8,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
202,ypqvdccfqjtfptm.com,15,1638,8,0,15,1,0,0,0.0,0.0,0,0,0,3,1,1.0,4
203,eixtkuxmhnxlqge.cn,15,1654,8,4,11,2,0,0,0.0,0.26666666666666666,0,0,0,2,1,1.0,4
204,devmsbsnqfemjnw.com,15,1626,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
205,oymcpkpoalkpeeu.com,15,1625,7,6,9,3,0,0,0.0,0.4,0,0,0,3,1,1.0,4
206,qumlyadoplqtbax.ru,15,1640,7,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
207,reoydpybamkddty.com,15,1628,7,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
208,bgemucvdcdhcidv.com,15,1570,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
209,xbcprqbsekcikxn.cn,15,1618,6,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,2,1.0,4
210,bjdecbxxvunbpoy.ru,15,1629,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
211,udpcmbwgvfkmiek.cn,15,1606,7,3,12,2,0,0,0.0,0.2,0,0,0,3,1,1.0,4
212,mlpxyvrnsusingg.ru,15,1680,6,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,5,1,1.0,4
213,tsonodlyonmnlfj.ru,15,1648,6,3,12,3,0,0,0.0,0.2,0,0,0,4,1,1.0,4
214,epgqcoqshvctlxf.com,15,1634,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,2,1.0,4
215,hwhjvmhvgavegeo.ru,15,1616,6,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,4,1,1.0,4
216,lnjdaldbbaygiuq.cn,15,1581,8,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
